drive_id,cumulative_operating_time,time_in_drive,rpm,engine_load,vibration,acoustic,temperature,degradation_score,health_state,early_warning_target
1,0.0,0.0,2721.700228887522,57.647512235964946,1.514819117988173,76.35586465826107,90.36269966076901,0.009934283060224654,Healthy,0
1,0.01666722224074136,0.016666666666666666,3136.5772382025484,60.09628537156251,1.9293494441402992,75.6869810470477,90.78292644430144,0.007168997036801078,Healthy,0
1,0.03333444448148272,0.03333333333333333,3314.6811399516455,73.67065808285463,2.0073000579369458,78.3693558171764,91.83587222901984,0.020122767798816686,Healthy,0
1,0.05000166672222408,0.05,2837.0827893947762,68.52770121777704,1.886802616642575,78.368559385557,92.09400801148527,0.05058336492698482,Healthy,0
1,0.06666888896296544,0.06666666666666667,2981.323854796364,58.12756960331893,1.6739424605928348,76.62002478747486,91.99978191059873,0.045900297432538636,Healthy,0
1,0.08333611120370679,0.08333333333333333,2845.9973627788922,62.843423075226944,1.701535607813889,76.41165913360969,92.09095730510631,0.04121755829359831,Healthy,0
1,0.10000333344444816,0.1,2898.723327523592,48.61554855692049,1.3803771523706725,76.14132747982812,91.7142069580849,0.07280181460382484,Healthy,0
1,0.11667055568518953,0.11666666666666667,3346.9157695010726,62.7866704386611,1.9679564883597953,77.03589762863322,91.77206874352464,0.08815050918701264,Healthy,0
1,0.13333777792593088,0.13333333333333333,3098.730901473102,57.94397444605453,1.7506204147761946,76.15634665965271,91.65138707210144,0.07876102146851242,Healthy,0
1,0.15000500016667223,0.15,3443.964230403848,52.415703112242035,1.8821145008253515,76.77361412577861,91.56783300100128,0.08961222234052087,Healthy,0
1,0.16667222240741358,0.16666666666666666,2838.6760695560583,49.647926589234785,1.5065084857817022,76.18577504649485,91.4757736083155,0.08034386848467501,Healthy,0
1,0.18333944464815496,0.18333333333333332,2849.514268525021,41.88210184201528,1.254793715445103,76.77565651450904,91.25253089741769,0.07102927341381426,Healthy,0
1,0.20000666688889632,0.2,2792.994113735073,48.06039990000325,1.3518325206192252,74.57962861985438,90.85919890510387,0.07586851884584987,Healthy,0
1,0.21667388912963767,0.21666666666666667,2557.451013075686,40.60414880427932,1.2246785443222408,75.27824112356288,90.34625784622622,0.03760291395361179,Healthy,0
1,0.23334111137037905,0.23333333333333334,3161.5362240784907,51.901592752105216,1.742506088039557,77.2411501549212,90.22650894849743,0.0031045573045071157,Healthy,0
1,0.2500083336111204,0.25,2796.578647595109,32.434553406000624,1.1434490831817117,71.44304459168806,89.7191711420053,0.0,Healthy,0
1,0.26667555585186176,0.26666666666666666,2739.970769602899,35.103701576816555,1.2435012935549015,75.37645268810611,89.49976847608447,0.0,Healthy,0
1,0.2833427780926031,0.2833333333333333,2567.8493259904067,35.84466182255097,1.1432246265626027,73.91660342376466,89.07578102940072,0.0,Healthy,0
1,0.30001000033334446,0.3,2513.459549672798,41.31628720900244,1.0045194056404632,75.31283630102286,88.82332339836002,0.0,Healthy,0
1,0.3166772225740858,0.31666666666666665,2391.668075079029,40.65832302534784,1.1937219322794632,74.44633871433979,88.51584632276926,0.0,Healthy,0
1,0.33334444481482717,0.3333333333333333,2179.2939993722816,41.378823000854375,1.0819079696636182,74.50741627172418,88.39039087693656,0.0,Healthy,0
1,0.3500116670555686,0.35,2414.877839219164,40.72160870501051,1.2784791075409434,73.52059911512895,88.28618023022565,0.0,Healthy,0
1,0.36667888929630993,0.36666666666666664,2565.533339365507,38.45465181906792,1.3229135312813347,74.2528874108603,88.03110504777023,0.0,Healthy,0
1,0.3833461115370513,0.38333333333333336,2328.7869629663737,44.278131657803875,1.3677846245435494,74.2423735295215,88.14325106594,0.0,Healthy,0
1,0.40001333377779263,0.4,2436.2926253176333,58.4943184387455,1.4328541911374373,76.04080463417421,88.16481639024695,0.0,Healthy,0
1,0.416680556018534,0.4166666666666667,2220.032722969257,48.169449399647476,1.1656917031837857,74.22424091683817,88.22604650642998,0.0,Healthy,0
1,0.43334777825927534,0.43333333333333335,2022.067436452226,51.71406831862478,1.1651510831121952,75.20632429703637,88.38631631492942,0.0,Healthy,0
1,0.4500150005000167,0.45,2388.3084127631932,55.790721484382466,1.3766345369880255,75.58769029646328,88.56025865358086,0.0,Healthy,0
1,0.4666822227407581,0.4666666666666667,2737.3328966165827,60.28671503546385,1.6167225250129302,77.04004702030446,88.77671264785235,0.0,Healthy,0
1,0.48334944498149945,0.48333333333333334,2827.585523754689,53.35853638238988,1.4136913748854,74.38378980724951,88.94069739216931,0.0,Healthy,0
1,0.5000166672222408,0.5,2557.0368684709388,60.57054964154594,1.5346423921265842,77.62762078660242,89.19046240457556,0.0,Healthy,0
1,0.5166838894629822,0.5166666666666667,2849.2051324568224,57.49638055423615,1.3888358275236572,76.73212016453745,89.42108006853653,0.0,Healthy,0
1,0.5333511117037235,0.5333333333333333,2689.6837395705675,66.06908514695866,1.89983485228101,78.76809497417838,89.85850463289505,0.0,Healthy,0
1,0.5500183339444649,0.55,3054.89289387908,54.07157991169434,1.5781895536603254,75.53081416265299,90.02739014300604,0.0,Healthy,0
1,0.5666855561852062,0.5666666666666667,2837.8225605434613,56.20492028110226,1.5207497661239382,74.99122108243336,90.04868244433173,0.0,Healthy,0
1,0.5833527784259476,0.5833333333333334,2852.1364489331295,47.01751027136319,1.44851166390712,76.05287832530145,90.25076223142118,0.0,Healthy,0
1,0.6000200006666889,0.6,3277.7196888108197,60.40179996234552,1.9037293186167408,77.28995854196933,90.5964773931036,0.0,Healthy,0
1,0.6166872229074303,0.6166666666666667,3435.9216120704677,53.883717124673126,1.5313225350084787,76.3751099293727,90.63210804230694,0.0,Healthy,0
1,0.6333544451481716,0.6333333333333333,3247.2273786121486,40.14429810615022,1.3004243491627425,75.83624489700006,90.46473934497354,0.0,Healthy,0
1,0.650021667388913,0.65,2921.0507976207055,49.06825120710283,1.5977129372945926,78.22012057454165,90.52193465277111,0.0,Healthy,0
1,0.6666888896296543,0.6666666666666666,2830.428800409176,44.30363587208961,1.4234266464899061,77.23298108054979,90.39859632525648,0.0,Healthy,0
1,0.6833561118703958,0.6833333333333333,3003.5266544369183,39.74362191699029,1.1786834790052656,76.25196649061158,90.32549168364324,0.0,Healthy,0
1,0.7000233341111372,0.7,2998.0897131537886,34.506240904599224,1.3083505447725805,75.58720321566972,89.8604278769585,0.0,Healthy,0
1,0.7166905563518785,0.7166666666666667,3370.629642136832,53.42538652377287,1.7762157156558516,76.49651284346204,89.93278464336194,0.0,Healthy,0
1,0.7333577785926199,0.7333333333333333,3040.662693470227,54.43167040205588,1.5225175295201674,77.65943085146857,89.93556838044108,0.0,Healthy,0
1,0.7500250008333612,0.75,2605.378180337782,49.10949909479872,1.3525206456979089,75.48063338585143,89.82692867060116,0.0,Healthy,0
1,0.7666922230741026,0.7666666666666667,2547.908240867242,49.64590697334481,1.1732078343342691,76.43407030738024,89.64833843738825,0.0,Healthy,0
